"num_samples","batchsize: 32 (Batchsize: partner: OBL5) - _step","batchsize: 32 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 32 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 32 (Batchsize: partner: OBL5) - score","batchsize: 32 (Batchsize: partner: OBL5) - score__MIN","batchsize: 32 (Batchsize: partner: OBL5) - score__MAX","batchsize: 64 (Batchsize: partner: OBL5) - _step","batchsize: 64 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 64 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 64 (Batchsize: partner: OBL5) - score","batchsize: 64 (Batchsize: partner: OBL5) - score__MIN","batchsize: 64 (Batchsize: partner: OBL5) - score__MAX","batchsize: 128 (Batchsize: partner: OBL5) - _step","batchsize: 128 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 128 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 128 (Batchsize: partner: OBL5) - score","batchsize: 128 (Batchsize: partner: OBL5) - score__MIN","batchsize: 128 (Batchsize: partner: OBL5) - score__MAX","batchsize: 256 (Batchsize: partner: OBL5) - _step","batchsize: 256 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 256 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 256 (Batchsize: partner: OBL5) - score","batchsize: 256 (Batchsize: partner: OBL5) - score__MIN","batchsize: 256 (Batchsize: partner: OBL5) - score__MAX","batchsize: 512 (Batchsize: partner: OBL5) - _step","batchsize: 512 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 512 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 512 (Batchsize: partner: OBL5) - score","batchsize: 512 (Batchsize: partner: OBL5) - score__MIN","batchsize: 512 (Batchsize: partner: OBL5) - score__MAX","batchsize: 1024 (Batchsize: partner: OBL5) - _step","batchsize: 1024 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 1024 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 1024 (Batchsize: partner: OBL5) - score","batchsize: 1024 (Batchsize: partner: OBL5) - score__MIN","batchsize: 1024 (Batchsize: partner: OBL5) - score__MAX"
"103935","","","","","","","","","","","","","","","","","","","6","6","6","13.567","13.567","13.567","","","","","","","","","","","",""
"104301","","","","","","","","","","","","","10","10","10","13.869","13.869","13.869","","","","","","","","","","","","","","","","","",""
"105961","","","","","","","","","","","","","","","","","","","6","6","6","13.23","13.23","13.23","","","","","","","","","","","",""
"106250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","12.452","12.452","12.452"
"107672","","","","","","","","","","","","","10","10","10","13.905","13.905","13.905","","","","","","","","","","","","","","","","","",""
"108056","","","","","","","12","12","12","13.614","13.614","13.614","","","","","","","","","","","","","","","","","","","","","","","",""
"108115","","","","","","","","","","","","","10","10","10","13.468","13.468","13.468","","","","","","","","","","","","","","","","","",""
"108151","","","","","","","12","12","12","13.316","13.316","13.316","","","","","","","","","","","","","","","","","","","","","","","",""
"108569","","","","","","","","","","","","","","","","","","","4","4","4","13.086","13.086","13.086","","","","","","","","","","","",""
"108662","15","15","15","13.528","13.528","13.528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108668","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","12.909","12.909","12.909","","","","","",""
"108728","14","14","14","14.235","14.235","14.235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108736","","","","","","","","","","","","","10","10","10","13.685","13.685","13.685","","","","","","","","","","","","","","","","","",""
"108817","","","","","","","","","","","","","10","10","10","13.881","13.881","13.881","","","","","","","","","","","","","","","","","",""
"108883","","","","","","","","","","","","","10","10","10","14.071","14.071","14.071","","","","","","","","","","","","","","","","","",""
"109433","15","15","15","14.406","14.406","14.406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109439","","","","","","","","","","","","","10","10","10","14.269","14.269","14.269","","","","","","","","","","","","","","","","","",""
"109733","","","","","","","","","","","","","10","10","10","13.272","13.272","13.272","","","","","","","","","","","","","","","","","",""
"110714","","","","","","","12","12","12","13.95","13.95","13.95","","","","","","","","","","","","","","","","","","","","","","","",""
"113999","","","","","","","","","","","","","11","11","11","13.895","13.895","13.895","","","","","","","","","","","","","","","","","",""
"115257","16","16","16","14.195","14.195","14.195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115783","15","15","15","14.582","14.582","14.582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116446","","","","","","","13","13","13","13.67","13.67","13.67","","","","","","","","","","","","","","","","","","","","","","","",""
"116558","16","16","16","14.215","14.215","14.215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117003","","","","","","","13","13","13","14.068","14.068","14.068","","","","","","","","","","","","","","","","","","","","","","","",""
"117450","","","","","","","","","","","","","11","11","11","13.689","13.689","13.689","","","","","","","","","","","","","","","","","",""
"117460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","12.514","12.514","12.514"
"117748","","","","","","","","","","","","","","","","","","","7","7","7","13.845","13.845","13.845","","","","","","","","","","","",""
"118557","","","","","","","","","","","","","11","11","11","14.002","14.002","14.002","","","","","","","","","","","","","","","","","",""
"118618","","","","","","","","","","","","","11","11","11","14.23","14.23","14.23","","","","","","","","","","","","","","","","","",""
"119179","","","","","","","","","","","","","11","11","11","14.479","14.479","14.479","","","","","","","","","","","","","","","","","",""
"119189","","","","","","","","","","","","","11","11","11","13.812","13.812","13.812","","","","","","","","","","","","","","","","","",""
"119627","","","","","","","","","","","","","11","11","11","14.138","14.138","14.138","","","","","","","","","","","","","","","","","",""
"119846","","","","","","","13","13","13","14.364","14.364","14.364","","","","","","","","","","","","","","","","","","","","","","","",""
"119881","","","","","","","","","","","","","11","11","11","14.184","14.184","14.184","","","","","","","","","","","","","","","","","",""
"120431","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","13.376","13.376","13.376","","","","","",""
"122016","17","17","17","14.468","14.468","14.468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122286","","","","","","","","","","","","","","","","","","","7","7","7","13.806","13.806","13.806","","","","","","","","","","","",""
"123103","16","16","16","14.633","14.633","14.633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"123536","","","","","","","","","","","","","12","12","12","13.851","13.851","13.851","","","","","","","","","","","","","","","","","",""
"123743","17","17","17","13.993","13.993","13.993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125420","","","","","","","14","14","14","14.321","14.321","14.321","","","","","","","","","","","","","","","","","","","","","","","",""
"125537","","","","","","","14","14","14","14.092","14.092","14.092","","","","","","","","","","","","","","","","","","","","","","","",""
"128046","","","","","","","","","","","","","12","12","12","14.423","14.423","14.423","","","","","","","","","","","","","","","","","",""
"128604","18","18","18","14.745","14.745","14.745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"128814","","","","","","","14","14","14","14.596","14.596","14.596","","","","","","","","","","","","","","","","","","","","","","","",""
"129292","","","","","","","","","","","","","12","12","12","13.986","13.986","13.986","","","","","","","","","","","","","","","","","",""
"130003","","","","","","","","","","","","","12","12","12","13.992","13.992","13.992","","","","","","","","","","","","","","","","","",""
"130278","","","","","","","","","","","","","","","","","","","5","5","5","13.125","13.125","13.125","","","","","","","","","","","",""
"130346","","","","","","","","","","","","","12","12","12","14.462","14.462","14.462","","","","","","","","","","","","","","","","","",""
"130359","18","18","18","14.421","14.421","14.421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130814","","","","","","","","","","","","","12","12","12","14.577","14.577","14.577","","","","","","","","","","","","","","","","","",""
"130951","","","","","","","","","","","","","12","12","12","14.109","14.109","14.109","","","","","","","","","","","","","","","","","",""
"131209","","","","","","","","","","","","","12","12","12","14.148","14.148","14.148","","","","","","","","","","","","","","","","","",""
"131361","17","17","17","14.356","14.356","14.356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"133421","","","","","","","","","","","","","13","13","13","14.645","14.645","14.645","","","","","","","","","","","","","","","","","",""
"133734","","","","","","","15","15","15","14.541","14.541","14.541","","","","","","","","","","","","","","","","","","","","","","","",""
"134193","","","","","","","15","15","15","14.055","14.055","14.055","","","","","","","","","","","","","","","","","","","","","","","",""
"134327","","","","","","","","","","","","","","","","","","","8","8","8","14.099","14.099","14.099","","","","","","","","","","","",""
"134918","19","19","19","15.321","15.321","15.321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136688","19","19","19","15.293","15.293","15.293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"137288","","","","","","","15","15","15","14.604","14.604","14.604","","","","","","","","","","","","","","","","","","","","","","","",""
"137776","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.704","13.704","13.704","","","","","",""
"140702","","","","","","","","","","","","","13","13","13","14.435","14.435","14.435","","","","","","","","","","","","","","","","","",""
"140760","18","18","18","14.811","14.811","14.811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141186","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","13.594","13.594","13.594","","","","","",""
"141466","20","20","20","15.49","15.49","15.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141896","","","","","","","16","16","16","14.811","14.811","14.811","","","","","","","","","","","","","","","","","","","","","","","",""
"141983","","","","","","","","","","","","","13","13","13","14.548","14.548","14.548","","","","","","","","","","","","","","","","","",""
"142008","","","","","","","","","","","","","","","","","","","8","8","8","14.47","14.47","14.47","","","","","","","","","","","",""
"142579","","","","","","","16","16","16","14.95","14.95","14.95","","","","","","","","","","","","","","","","","","","","","","","",""
"142768","","","","","","","","","","","","","14","14","14","14.791","14.791","14.791","","","","","","","","","","","","","","","","","",""
"142835","","","","","","","","","","","","","13","13","13","14.406","14.406","14.406","","","","","","","","","","","","","","","","","",""
"143077","20","20","20","15.627","15.627","15.627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143437","","","","","","","","","","","","","13","13","13","14.755","14.755","14.755","","","","","","","","","","","","","","","","","",""
"143850","","","","","","","","","","","","","13","13","13","14.741","14.741","14.741","","","","","","","","","","","","","","","","","",""
"144155","","","","","","","","","","","","","13","13","13","14.479","14.479","14.479","","","","","","","","","","","","","","","","","",""
"144337","","","","","","","","","","","","","13","13","13","15.007","15.007","15.007","","","","","","","","","","","","","","","","","",""
"145808","","","","","","","16","16","16","14.703","14.703","14.703","","","","","","","","","","","","","","","","","","","","","","","",""
"147803","21","21","21","14.875","14.875","14.875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149220","21","21","21","16.096","16.096","16.096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149583","","","","","","","","","","","","","","","","","","","6","6","6","14.018","14.018","14.018","","","","","","","","","","","",""
"149865","19","19","19","14.607","14.607","14.607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150145","","","","","","","17","17","17","14.991","14.991","14.991","","","","","","","","","","","","","","","","","","","","","","","",""
"150667","","","","","","","17","17","17","15.328","15.328","15.328","","","","","","","","","","","","","","","","","","","","","","","",""
"152881","","","","","","","","","","","","","15","15","15","14.842","14.842","14.842","","","","","","","","","","","","","","","","","",""
"153257","","","","","","","","","","","","","","","","","","","9","9","9","14.804","14.804","14.804","","","","","","","","","","","",""
"153762","","","","","","","17","17","17","15.379","15.379","15.379","","","","","","","","","","","","","","","","","","","","","","","",""
"153993","","","","","","","","","","","","","14","14","14","14.669","14.669","14.669","","","","","","","","","","","","","","","","","",""
"154028","22","22","22","14.92","14.92","14.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154968","","","","","","","","","","","","","14","14","14","14.796","14.796","14.796","","","","","","","","","","","","","","","","","",""
"155606","22","22","22","15.46","15.46","15.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155988","","","","","","","","","","","","","14","14","14","14.671","14.671","14.671","","","","","","","","","","","","","","","","","",""
"156741","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.903","13.903","13.903","","","","","",""
"156850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","13.024","13.024","13.024"
"157130","","","","","","","","","","","","","14","14","14","15.246","15.246","15.246","","","","","","","","","","","","","","","","","",""
"157259","","","","","","","","","","","","","14","14","14","15.029","15.029","15.029","","","","","","","","","","","","","","","","","",""
"157277","","","","","","","","","","","","","14","14","14","15.359","15.359","15.359","","","","","","","","","","","","","","","","","",""
"157319","","","","","","","","","","","","","14","14","14","15.013","15.013","15.013","","","","","","","","","","","","","","","","","",""
"158615","","","","","","","18","18","18","15.437","15.437","15.437","","","","","","","","","","","","","","","","","","","","","","","",""
"158958","20","20","20","14.958","14.958","14.958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159169","","","","","","","18","18","18","15.265","15.265","15.265","","","","","","","","","","","","","","","","","","","","","","","",""
"160138","23","23","23","15.594","15.594","15.594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","14.285","14.285","14.285"
"161548","","","","","","","","","","","","","","","","","","","9","9","9","15.081","15.081","15.081","","","","","","","","","","","",""
"161741","","","","","","","18","18","18","15.59","15.59","15.59","","","","","","","","","","","","","","","","","","","","","","","",""
"161820","23","23","23","16.505","16.505","16.505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162458","","","","","","","","","","","","","16","16","16","15.178","15.178","15.178","","","","","","","","","","","","","","","","","",""
"166078","24","24","24","15.338","15.338","15.338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166437","","","","","","","","","","","","","","","","","","","7","7","7","14.384","14.384","14.384","","","","","","","","","","","",""
"166686","","","","","","","19","19","19","15.803","15.803","15.803","","","","","","","","","","","","","","","","","","","","","","","",""
"167084","","","","","","","","","","","","","15","15","15","15.067","15.067","15.067","","","","","","","","","","","","","","","","","",""
"167304","","","","","","","19","19","19","15.573","15.573","15.573","","","","","","","","","","","","","","","","","","","","","","","",""
"167534","21","21","21","15.849","15.849","15.849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167787","24","24","24","15.85","15.85","15.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168202","","","","","","","","","","","","","15","15","15","15.447","15.447","15.447","","","","","","","","","","","","","","","","","",""
"169247","","","","","","","","","","","","","15","15","15","15.184","15.184","15.184","","","","","","","","","","","","","","","","","",""
"169965","","","","","","","19","19","19","16.318","16.318","16.318","","","","","","","","","","","","","","","","","","","","","","","",""
"170129","","","","","","","","","","","","","15","15","15","15.036","15.036","15.036","","","","","","","","","","","","","","","","","",""
"170491","","","","","","","","","","","","","15","15","15","15.488","15.488","15.488","","","","","","","","","","","","","","","","","",""
"170621","","","","","","","","","","","","","15","15","15","15.036","15.036","15.036","","","","","","","","","","","","","","","","","",""
"170655","","","","","","","","","","","","","15","15","15","15.057","15.057","15.057","","","","","","","","","","","","","","","","","",""
"172221","","","","","","","","","","","","","","","","","","","10","10","10","14.39","14.39","14.39","","","","","","","","","","","",""
"172259","25","25","25","16.101","16.101","16.101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"172285","","","","","","","","","","","","","17","17","17","15.838","15.838","15.838","","","","","","","","","","","","","","","","","",""
"172998","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","14.196","14.196","14.196","","","","","",""
"173663","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","14.13","14.13","14.13","","","","","",""
"174428","25","25","25","16.649","16.649","16.649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"174894","","","","","","","20","20","20","15.709","15.709","15.709","","","","","","","","","","","","","","","","","","","","","","","",""
"175350","","","","","","","20","20","20","16.078","16.078","16.078","","","","","","","","","","","","","","","","","","","","","","","",""
"176632","22","22","22","16.214","16.214","16.214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178261","","","","","","","20","20","20","16.22","16.22","16.22","","","","","","","","","","","","","","","","","","","","","","","",""
"178577","26","26","26","16.115","16.115","16.115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180208","","","","","","","","","","","","","16","16","16","15.201","15.201","15.201","","","","","","","","","","","","","","","","","",""
"180818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","13.578","13.578","13.578"
"181128","26","26","26","15.859","15.859","15.859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181902","","","","","","","","","","","","","16","16","16","15.604","15.604","15.604","","","","","","","","","","","","","","","","","",""
"182047","","","","","","","","","","","","","18","18","18","16.113","16.113","16.113","","","","","","","","","","","","","","","","","",""
"182341","","","","","","","","","","","","","16","16","16","15.243","15.243","15.243","","","","","","","","","","","","","","","","","",""
"182796","","","","","","","","","","","","","16","16","16","15.676","15.676","15.676","","","","","","","","","","","","","","","","","",""
